Symbol,Quant Rating,SA Analyst Ratings,Wall Street Ratings,Valuation Grade,Growth Grade,Profitability Grade,Momentum Grade,EPS Revision Grade,Upcoming Announce Date,EPS Estimate,Revenue Estimate,Last Quarter Announce Date,EPS Actual,EPS Surprise,Revenue Actual,Revenue Surprise,Yield TTM,Payout Ratio,Div Consistency,Div Yield,Div Growth,Div Safety,Altman Z Score,Market Cap,P/E FWD,Price / Sales,EV / EBITDA,Price / Book,Net Income 3Y,Revenue 3Y,EPS Growth (FWD),EPS YoY,Revenue FWD,Revenue YoY,FCF Margin,EBITDA Margin,Profit Margin,Return on Assets,Return on Equity
INTU,2.80,4.08,4.52,C-,C,A+,D-,C+,5/20/2026,12.5198,8529477860,2/26/2026,4.15,0.4674,4651000000,118785290,1.16%,20.47%,B,B-,B-,A+,9.32,1.10355E+11,17.18,5.54,18.71,5.81,30.65%,13.71%,16.06%,43.88%,13.60%,17.21%,26.35%,30.35%,80.90%,12.66%,23.46%
IQV,2.59,4.00,4.65,C+,D,A,D+,D,5/5/2026,2.81711,4099996770,2/5/2026,3.42,0.02346,4364000000,124424240,-,-,-,-,-,-,1.89,26484273000,12.42,1.66,13.88,4.11,7.62%,4.21%,8.24%,4.67%,5.81%,5.87%,13.59%,18.01%,33.29%,4.54%,21.44%
IT,1.34,2.66,3.20,B+,D-,A,D-,D+,5/5/2026,2.92156,1515175390,2/3/2026,3.94,0.42868,1752600000,3744040,-,-,-,-,-,-,4.56,9883492000,11.12,1.70,8.78,32.42,-3.35%,5.87%,1.47%,-39.69%,2.68%,3.67%,14.20%,20.17%,68.39%,9.02%,86.86%
ITGR,3.29,3.00,3.80,C+,D+,B+,B-,A,-,1.44196,456657610,4/30/2026,1.2,0.01346,439580000,13581000,-,-,-,-,-,-,2.58,2862910000,13.48,1.58,11.70,1.70,27.71%,8.72%,9.47%,79.61%,4.18%,6.28%,5.27%,19.51%,26.78%,4.16%,8.58%
ITRI,2.79,3.33,4.23,B+,D,B,D+,B-,-,1.32966,566195560,4/28/2026,1.49,0.25093,586982000,14838670,-,-,-,-,-,-,2.48,3786580200,14.23,1.65,13.00,2.36,NM,8.95%,6.13%,14.34%,1.44%,-3.99%,12.82%,15.39%,38.82%,7.27%,18.58%
ITT,3.27,3.00,4.42,D-,B,B,B+,B+,5/6/2026,1.73505,1106051460,2/5/2026,1.85,0.07167,1054000000,46394250,0.69%,20.89%,A-,D-,A,A,5.47,18764722000,27.06,4.23,20.78,4.41,9.96%,9.65%,15.33%,-3.32%,16.13%,8.48%,11.30%,21.87%,35.35%,7.73%,14.29%
ITW,2.98,3.00,2.61,D+,D-,A+,C+,C+,-,2.79206,4176623350,4/30/2026,2.66,0.09644,4016000000,6139500,2.48%,58.77%,A+,B-,A+,A-,8.00,73595310000,22.64,4.57,17.33,22.81,0.52%,0.43%,1.13%,-5.22%,2.56%,2.90%,13.51%,29.15%,44.12%,19.27%,96.85%
JCI,3.42,4.00,3.86,D-,B,A-,A-,A-,5/6/2026,1.11793,6075338930,2/4/2026,0.89,0.04802,5797000000,154619380,1.08%,38.31%,C+,D+,B,A,2.49,88798570000,30.50,3.87,23.70,6.72,38.84%,-2.05%,14.50%,39.61%,-0.81%,3.44%,11.54%,17.25%,36.47%,8.94%,12.64%
JKHY,3.28,3.00,4.31,F,C,B+,D,A+,5/5/2026,1.41833,618288030,2/3/2026,1.66235,0.24235,619334000,9390290,1.53%,35.50%,A+,D-,A+,A,11.93,11115940000,23.91,4.54,16.02,5.05,12.91%,7.29%,10.99%,25.57%,6.50%,8.41%,13.60%,28.26%,43.84%,16.58%,24.28%
JNJ,3.40,3.57,3.88,D,D-,A+,B,B,7/14/2026,2.83882,24999683340,4/14/2026,2.7,0.02273,24062000000,447317720,2.29%,48.46%,-,B-,-,-,4.38,5.46896E+11,19.63,5.68,16.89,6.73,18.25%,7.55%,8.40%,-3.89%,6.47%,7.87%,12.98%,35.62%,68.04%,10.47%,26.42%
JPM,3.36,3.70,3.84,D-,D+,F,C,B,7/14/2026,5.38463,48562442110,4/14/2026,5.94,0.42902,49836000000,902538880,1.89%,28.64%,A,D,B,A,-,8.37267E+11,14.02,4.95,-,2.43,11.92%,10.36%,6.06%,2.39%,4.81%,2.87%,-,-,-,1.20%,16.46%
KEX,2.93,4.00,5.00,C+,C,B-,A-,C-,7/30/2026,1.70027,867868840,4/30/2026,1.5,0.11535,844099000,12061330,-,-,-,-,-,-,3.01,7894083600,21.16,2.36,11.52,2.34,35.21%,5.38%,13.56%,28.80%,4.34%,5.52%,8.74%,22.70%,33.89%,5.99%,10.55%
KFY,3.82,4.00,4.60,B+,B,B-,C,B+,6/15/2026,1.37631,742203610,3/9/2026,1.28,0.04451,717385000,22261270,2.99%,36.64%,C,B+,B+,A-,3.01,3451529000,12.49,1.20,7.25,1.71,1.91%,0.40%,10.42%,8.71%,2.61%,5.57%,10.19%,14.67%,24.80%,6.80%,14.30%
KMB,2.84,2.87,3.46,C,D-,A,C-,C+,-,2.02698,4248242750,4/28/2026,1.97,0.04309,4163000000,69142170,5.18%,66.84%,A+,B+,A,C,3.73,32420614000,12.97,1.96,11.67,18.05,2.34%,-6.53%,1.19%,-16.50%,-4.26%,0.14%,6.37%,20.24%,37.15%,12.33%,111.73%
KNF,3.02,4.00,4.10,D+,C-,C,B,C,5/5/2026,-1.42914,387038240,2/17/2026,0.5587,0.15875,755100000,28496080,-,-,-,-,-,-,3.15,5276973600,-,1.67,13.14,3.21,10.56%,7.47%,1.00%,-22.25%,7.21%,8.52%,-4.34%,15.54%,18.35%,4.30%,10.08%
KO,3.42,3.25,4.29,F,A-,A+,B+,A-,-,0.93308,13171184460,4/28/2026,0.86,0.04773,12471000000,240471170,2.62%,65.81%,A+,D,A,C,4.85,3.3813E+11,24.11,6.86,22.15,10.05,11.56%,4.25%,6.46%,27.73%,2.16%,5.11%,6.42%,33.92%,61.74%,13.15%,43.37%
KTB,3.34,3.50,4.11,C,D,B+,B+,A+,5/7/2026,1.13709,784630830,3/3/2026,1.73,0.08605,1018081000,41905240,2.91%,37.46%,D+,B,A,A-,3.39,3989348900,11.11,1.27,9.95,7.06,-2.51%,6.21%,12.83%,-7.11%,11.15%,20.90%,8.05%,16.49%,46.62%,8.81%,47.14%
L,-,3.00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.22%,-,-,-,-,-,-,22984251000,-,1.26,10.23,1.23,26.58%,9.53%,-,24.34%,-,5.39%,8.35%,17.64%,36.50%,1.93%,9.43%
LAMR,2.83,4.00,3.66,C+,B,B+,B,B-,5/7/2026,0.81826,522481520,2/20/2026,1.5032,-0.1223,595932000,3233650,4.45%,107.45%,B,C+,A-,D+,-,14237320000,24.75,6.29,18.64,14.06,10.21%,3.63%,20.05%,63.92%,3.61%,2.45%,23.72%,45.21%,67.05%,8.47%,57.22%
LDOS,2.69,3.50,3.87,C+,D+,B+,D,C,5/5/2026,2.91013,4287440790,2/17/2026,2.76,0.15403,4207000000,-107254210,1.11%,13.59%,C+,B,A-,A,3.93,18792317000,12.09,1.11,9.65,3.84,28.34%,6.06%,8.87%,20.82%,4.79%,3.07%,6.44%,13.92%,18.04%,10.73%,31.03%
LEA,3.21,3.50,3.50,A-,D+,C+,A,B,7/29/2026,3.83784,6089905670,5/1/2026,-,-,-,-,2.33%,-,C-,B,B,A,2.87,6633092000,9.17,0.30,5.71,1.33,10.05%,3.64%,10.17%,-9.14%,1.41%,-0.20%,1.72%,7.05%,7.50%,2.94%,10.75%
LEN,2.71,3.00,2.63,B-,A+,B-,D,D+,6/12/2026,1.24752,8098330470,3/12/2026,0.88,-0.06858,6619476000,-281446460,2.26%,29.37%,-,C,-,-,4.58,21718628000,14.58,0.68,7.41,1.00,-27.58%,-0.77%,-19.25%,-49.24%,-0.31%,-7.23%,10.38%,7.48%,16.87%,5.38%,8.08%
LH,3.20,-,4.36,C-,D-,A-,C+,A-,-,4.79095,3705793770,4/30/2026,4.25,0.13414,3537600000,28461380,1.13%,12.82%,F,C,A-,A+,3.04,21055631000,14.24,1.50,12.13,2.41,-2.00%,6.36%,10.04%,30.21%,5.84%,7.34%,8.09%,15.93%,28.83%,4.93%,11.05%
LHX,2.81,3.66,4.33,D+,B,B+,C+,D+,7/23/2026,2.84475,5823165520,4/30/2026,2.9068,0.33419,5744000000,329047400,1.55%,43.12%,A+,C,B+,A-,2.25,58533097000,26.69,2.61,16.74,2.97,23.30%,8.85%,19.83%,9.24%,5.96%,5.79%,7.16%,18.42%,25.26%,4.19%,8.93%
LIN,3.19,3.00,4.29,D-,D,A+,C,B,7/30/2026,4.44634,8924553100,5/1/2026,-,-,-,-,1.20%,-,A+,D+,A,A+,3.81,2.34835E+11,28.47,7.02,19.39,6.16,18.48%,0.62%,7.96%,7.27%,4.31%,2.97%,14.08%,39.26%,48.83%,7.95%,17.82%
LLY,3.37,3.58,4.29,F,A,A+,B-,B+,8/5/2026,8.48588,20272558210,4/30/2026,8.55,1.7579,19799000000,1985035060,0.65%,21.18%,A,F,A+,A+,7.16,8.62006E+11,27.49,11.95,24.81,32.48,64.42%,37.67%,49.29%,129.06%,28.77%,47.44%,2.99%,50.11%,82.83%,22.47%,101.16%
LMT,4.02,3.62,3.45,C,B-,A+,C,B,7/21/2026,7.15477,19345158470,4/23/2026,6.44,-0.2921,18021000000,-231755430,2.63%,65.38%,A,B,A-,A+,3.40,1.18226E+11,17.17,1.58,17.14,15.75,-5.55%,4.33%,12.93%,-11.00%,5.46%,4.59%,5.31%,10.64%,9.91%,8.09%,67.64%
LNG,3.34,3.80,4.56,D,C,A,C-,B-,5/7/2026,4.0177,5845245250,2/26/2026,2.5941,6.82623,5450000000,-284982980,0.78%,8.68%,D+,D-,A,A+,2.25,56749572000,16.97,3.04,8.32,7.25,55.12%,-16.36%,3.90%,69.93%,14.87%,26.10%,13.59%,53.82%,53.22%,11.13%,58.73%
LNT,3.00,4.00,4.08,D,B-,D+,B-,B-,-,0.69115,984083620,4/30/2026,0.82,0.03109,1184000000,77946580,2.82%,-,A,C-,B,B,-,19127996000,21.66,4.36,16.66,2.60,5.69%,1.23%,6.58%,16.73%,6.02%,9.57%,-31.39%,42.46%,45.67%,3.24%,11.30%
LNTH,2.78,4.00,4.53,D+,F,A,B+,D,5/7/2026,1.23091,354380090,2/26/2026,1.67,0.50154,406786000,39754690,-,-,-,-,-,-,4.60,5555072000,16.48,3.74,15.22,5.07,102.64%,18.13%,-2.36%,-21.79%,2.45%,0.50%,17.23%,24.80%,61.10%,10.49%,21.45%
LOGI,3.20,3.50,3.40,C-,F,A-,B-,B,5/5/2026,1.099,1081585690,1/27/2026,1.93,0.1201,1421479000,14265170,1.60%,25.67%,B,B,A+,B+,8.25,14390917000,17.51,3.04,14.96,6.17,18.18%,-0.30%,10.67%,12.07%,4.57%,4.60%,14.31%,17.73%,43.06%,17.38%,32.07%
LOW,3.03,3.33,4.11,D,D-,A+,C+,C-,5/20/2026,2.96325,22843114150,2/25/2026,1.98,0.0374,20584000000,194641480,2.06%,38.65%,A+,D+,A+,B,3.23,1.30679E+11,18.51,1.51,14.06,NM,1.11%,-3.85%,4.40%,-3.11%,4.82%,3.12%,5.78%,14.37%,33.48%,12.29%,NM
LPLA,2.30,3.50,4.25,F,B+,D+,D+,D+,-,4.54857,5038700970,4/30/2026,5.6,0.04288,4938434000,-59028180,0.38%,8.04%,C-,F,A,A+,-,25550143000,13.88,1.43,-,4.49,-5.00%,26.49%,19.76%,-22.35%,23.66%,38.34%,-,-,30.38%,4.78%,20.45%
LPX,1.60,4.00,4.00,C,D+,B-,D-,D-,5/6/2026,0.15388,569933780,2/17/2026,0.03,0.04671,567000000,-21914120,1.60%,42.26%,C-,D,C+,B+,6.77,4977400000,27.63,1.84,12.60,2.88,-48.77%,-11.10%,-10.20%,-64.69%,0.29%,-7.92%,0.99%,14.84%,21.75%,5.56%,8.58%
LRN,2.78,3.75,4.00,B-,C+,B+,B+,C+,8/5/2026,1.92667,626966670,4/28/2026,2.3,0.09,629873000,206330,-,-,-,-,-,-,6.72,3899970600,11.36,1.58,6.92,2.38,40.29%,11.91%,16.61%,-0.13%,8.72%,10.93%,8.57%,20.47%,38.37%,12.59%,20.14%
LULU,2.64,3.61,3.12,B-,D-,A,D-,C,6/4/2026,1.69034,2437486610,3/17/2026,5.01,0.22796,3640801000,63902980,-,-,-,-,-,-,8.16,15371506000,10.85,1.43,5.68,3.14,22.70%,11.03%,-3.28%,-9.43%,4.24%,4.86%,7.42%,24.38%,56.60%,18.67%,34.01%
LVS,3.66,3.00,4.30,D+,B+,A+,B-,B,-,0.78224,3382541000,4/22/2026,0.91,0.15201,3585000000,240229190,1.95%,33.03%,F,C-,A-,C+,2.57,35641475000,16.09,2.66,10.04,29.77,NM,37.49%,17.51%,51.77%,9.33%,22.67%,11.81%,35.15%,80.09%,8.70%,90.45%
LXP,2.72,4.00,3.85,C+,D+,C,B,F,-,-0.01,85068500,4/29/2026,-,-0.03,85948000,1116400,5.30%,84.92%,A-,B,C-,D+,-,3056098300,-,8.71,18.43,1.61,-6.34%,2.13%,-13.89%,52.36%,0.56%,-3.81%,49.90%,68.54%,81.52%,2.71%,4.84%
MA,3.45,4.00,4.66,F,B-,A+,D,A,-,4.77616,9069926540,4/30/2026,4.6,0.1873,8398000000,142478080,0.66%,13.36%,B+,F,A+,A+,10.80,4.38173E+11,25.23,13.14,21.20,65.41,17.25%,14.15%,15.91%,21.20%,13.94%,16.75%,47.19%,62.39%,100.00%,29.69%,232.08%
MAIN,3.10,3.12,3.28,B+,D-,A,D,B-,5/7/2026,1.01,145230000,2/26/2026,1.03,0.01938,145541000,2443140,5.46%,75.75%,A-,A-,A-,C+,1.71,5063891500,13.90,8.87,-,1.69,26.87%,14.55%,0.08%,-5.67%,4.84%,4.69%,42.85%,-,100.00%,8.68%,17.04%
MAS,3.23,3.33,3.63,C+,D-,A-,B-,B+,-,1.31711,2086418090,4/22/2026,1.04,0.16324,1918000000,83954290,1.75%,30.27%,A,B,A+,C+,3.98,14371561000,16.69,1.92,12.12,NM,0.85%,-3.17%,4.66%,10.38%,0.80%,-0.31%,9.62%,18.86%,35.68%,15.99%,8457.14%
MC,2.21,3.00,3.27,D+,B+,B-,D+,D,7/29/2026,0.62908,381128910,4/29/2026,0.5,-0.02124,319780000,-3019460,4.01%,68.66%,C-,B,A,B-,-,5272659500,20.55,3.19,-,8.36,35.82%,20.66%,30.29%,28.00%,19.22%,19.19%,-,-,92.30%,12.71%,44.77%
MCD,3.09,3.33,3.88,D-,D+,A+,C,C+,5/7/2026,2.74663,6468814390,2/11/2026,3.12,0.06777,7009000000,171035590,2.53%,58.77%,A+,D+,A+,B,4.92,2.03752E+11,21.71,7.61,17.67,NM,11.50%,5.06%,7.00%,4.92%,5.44%,3.72%,23.42%,54.28%,57.41%,14.39%,NM
MCK,4.74,3.00,4.47,C+,C+,A+,B-,A+,5/7/2026,11.56795,1.01384E+11,2/4/2026,9.34,0.0655,1.06158E+11,244716970,0.39%,8.14%,A,C-,A-,A+,5.79,99707240000,20.87,0.25,18.00,NM,11.38%,13.26%,17.14%,59.21%,12.72%,15.49%,2.30%,1.49%,3.45%,5.16%,NM
MCO,3.04,3.83,4.21,F,C,A,D,B-,-,4.18769,2064772040,4/22/2026,4.33,0.10872,2079000000,15152330,0.84%,24.92%,A-,F,A+,B+,7.59,79612280000,27.30,10.32,22.46,26.59,21.91%,13.28%,14.18%,20.53%,7.71%,8.95%,28.78%,48.44%,74.43%,16.94%,71.36%
MDLZ,2.93,3.60,4.11,D,C,A-,B-,C-,7/28/2026,0.67738,9213369670,4/28/2026,0.67,0.06211,10080000000,336718330,3.21%,69.12%,A-,D+,B-,C+,2.32,78777590000,20.12,2.01,18.97,3.06,-12.86%,6.11%,0.25%,-25.10%,4.09%,7.79%,7.24%,13.27%,28.77%,3.67%,10.16%
MDT,2.91,3.33,4.10,C+,D-,A+,C-,D,6/3/2026,1.54637,9622218530,2/17/2026,1.36,0.02488,9017000000,124754010,3.55%,50.54%,-,A,-,-,2.98,1.02711E+11,14.45,2.89,12.97,2.10,4.31%,4.86%,5.23%,9.47%,5.70%,6.88%,11.48%,26.60%,65.16%,5.04%,9.39%
MET,4.27,3.50,4.11,B,C-,A+,C,C+,5/6/2026,2.26912,19420377000,2/4/2026,2.49,0.14756,24191000000,-7442500000,2.83%,25.42%,A-,B+,C-,B+,-,51763204000,8.18,0.70,16.04,1.85,-13.85%,3.88%,10.36%,-20.71%,4.38%,8.59%,-16.53%,7.73%,23.36%,0.45%,12.02%
META,3.41,4.04,4.64,D-,B-,A+,C-,B,-,7.42833,60151911880,4/29/2026,7.31,0.491,56311000000,755410240,0.34%,6.87%,F,F,A+,A,8.65,1.54525E+12,19.68,7.14,14.19,6.33,48.76%,22.36%,13.21%,7.43%,22.12%,26.18%,11.66%,50.85%,81.94%,17.86%,32.93%
MGA,4.87,3.00,3.40,B+,C-,B+,A+,A,7/31/2026,1.62515,10717197140,5/1/2026,-,-,-,-,3.21%,-,A-,B+,C,B,2.48,16559148000,9.08,0.41,5.49,1.36,11.88%,3.55%,11.77%,-16.72%,0.32%,-1.93%,3.13%,9.60%,14.26%,2.64%,7.13%
MHK,2.72,3.00,3.56,B+,D,B-,C-,F,-,2.73083,2840589650,4/30/2026,1.9,0.0872,2728700000,-6733760,-,-,-,-,-,-,2.83,6115481600,12.04,0.56,5.57,0.73,NM,-1.58%,9.48%,-12.77%,1.55%,2.85%,6.13%,12.70%,25.25%,3.00%,5.10%
MLI,4.57,3.00,5.00,C,C+,A-,B+,A-,7/21/2026,2.3,1266000000,4/21/2026,1.8886,0.4186,1193005000,91005000,0.83%,15.74%,B-,C,A+,A,15.26,14709209000,15.84,3.32,12.77,4.41,7.94%,3.49%,-,39.09%,11.21%,11.54%,11.41%,23.93%,29.71%,21.48%,28.30%
MMM,3.63,3.40,3.88,D+,B-,A,C-,B,7/17/2026,2.22497,6377053060,4/21/2026,2.14,0.15624,6003000000,1394580,2.08%,35.70%,C+,B,A,B-,4.39,74323340000,16.40,3.04,13.09,22.78,-20.05%,-7.34%,9.00%,-35.50%,3.11%,2.08%,9.28%,24.94%,39.71%,7.86%,71.46%
MMSI,2.62,4.00,4.18,C,C-,A-,D+,C,-,0.98889,406159090,4/30/2026,0.94,0.09668,381877000,4280730,-,-,-,-,-,-,4.45,3698790400,15.27,2.38,12.59,2.27,18.06%,9.55%,8.47%,13.81%,8.22%,11.10%,11.58%,20.76%,48.69%,5.12%,9.12%
MO,3.30,3.40,3.50,B,D-,A+,A,B,7/30/2026,1.47653,5325742050,4/30/2026,1.32,0.0738,4758000000,180446370,5.63%,56.99%,A+,A,A+,B-,4.89,1.2449E+11,13.22,6.16,9.16,NM,12.93%,-0.53%,4.42%,-20.04%,-0.11%,0.31%,45.82%,78.24%,87.88%,23.29%,NM
MPC,4.86,3.50,3.88,C-,B+,A,B-,B,5/5/2026,0.74786,30829391660,2/3/2026,4.07,1.35907,33422000000,2915811780,1.55%,35.37%,C,D,C-,A,3.08,72490410000,10.85,0.56,11.61,4.19,-34.67%,-9.26%,29.28%,31.15%,-1.97%,-4.42%,1.93%,7.11%,10.31%,4.82%,24.19%
MPLX,3.13,4.44,3.86,B-,A,A,D-,D+,5/5/2026,1.07946,3093079750,2/3/2026,1.0524,0.01855,3252000000,76877600,7.18%,86.47%,-,A,-,-,-,57470718000,12.38,4.88,13.37,4.02,7.59%,2.00%,4.59%,14.67%,4.75%,6.35%,16.95%,51.73%,56.66%,11.42%,34.70%
MRK,3.24,3.77,4.17,C-,D,A+,B,D+,8/4/2026,2.0828,16280310040,4/30/2026,-1.28,0.19384,16286000000,439666590,2.96%,59.96%,A,B+,A+,B+,3.50,2.77022E+11,22.38,4.24,15.49,5.28,-11.82%,4.36%,8.21%,-48.02%,2.96%,2.89%,18.28%,30.73%,76.60%,6.53%,36.88%
MRSH,3.12,3.75,3.52,D-,D,A-,D,B-,-,2.90948,7289051830,4/16/2026,3.29,0.06897,7597000000,198943250,2.17%,36.07%,A,D,A,A-,2.91,80064610000,15.99,2.95,13.25,5.50,6.89%,9.26%,8.74%,-1.89%,6.75%,9.87%,18.04%,27.74%,43.85%,6.70%,27.57%
MRX,3.37,4.00,4.37,D,C+,C+,A+,B,5/6/2026,1.38248,661280170,3/3/2026,1.13,0.1073,572100000,49200750,1.14%,14.68%,F,D+,D-,A-,-,3773796900,11.06,1.31,-,3.23,46.25%,41.62%,20.02%,42.01%,17.09%,21.76%,-,-,70.54%,0.89%,27.48%
MS,3.40,3.40,3.68,D-,B-,F,A-,B,7/15/2026,2.74544,19053458530,4/15/2026,3.43,0.41093,20580000000,824824490,2.10%,36.23%,A-,D+,B-,A,-,3.00469E+11,16.10,4.08,-,2.95,20.54%,11.40%,16.89%,29.40%,9.49%,14.41%,-,-,87.39%,1.28%,15.61%
MSCI,3.14,3.80,4.35,F,B-,A,C-,B,7/21/2026,4.84594,860282210,4/21/2026,4.55,0.09499,850800000,9476820,1.27%,41.74%,B-,F,A+,A,6.12,42868280000,29.99,13.71,25.83,NM,14.42%,12.41%,13.90%,20.14%,9.90%,10.87%,37.23%,58.62%,82.86%,23.80%,NM
MSFT,3.48,4.08,4.72,D+,C,A+,C,B+,7/30/2026,4.22903,87536801590,4/29/2026,4.27,0.19938,82886000000,1459856520,0.84%,21.99%,A,C-,A+,A,9.28,3.07864E+12,24.33,9.67,16.95,7.43,21.96%,15.31%,18.23%,29.75%,16.02%,17.87%,11.63%,57.96%,68.31%,18.04%,34.01%
MSI,3.33,3.00,4.35,D-,D-,A,B-,A-,5/7/2026,3.24561,2699936730,2/11/2026,4.59,0.237,3380000000,35065650,1.06%,29.09%,B,C-,A,A+,3.86,72448156000,25.96,6.22,23.01,29.97,16.48%,8.63%,9.67%,38.14%,7.63%,8.00%,17.09%,30.16%,51.80%,11.11%,104.20%
MSM,3.24,3.00,3.00,C+,D,C+,B,B+,7/1/2026,1.26328,1032314290,4/1/2026,0.82,-0.01625,917774000,-13700620,3.37%,86.93%,B-,B+,A-,C,5.17,5730275300,23.63,1.49,14.86,4.14,-17.08%,-0.58%,0.92%,-2.15%,2.80%,2.16%,4.86%,10.96%,40.78%,8.47%,15.00%
MT,4.25,3.00,4.00,B+,B,A-,B+,B,7/30/2026,1.22,17059023450,4/30/2026,0.75,0.04333,15457000000,-600101140,1.01%,16.90%,D,D+,D,D,1.87,43921056000,11.43,0.71,12.62,0.80,-22.48%,-6.76%,32.66%,149.06%,3.79%,1.73%,-3.26%,7.08%,8.45%,2.97%,5.43%
MTB,3.06,3.66,3.47,C-,C,B,B,C-,7/15/2026,4.63117,2462880040,4/15/2026,4.13,0.10673,2441000000,17326050,2.70%,32.75%,A-,C-,B-,C+,-,31798716000,11.59,3.58,-,1.25,7.92%,3.03%,12.51%,19.60%,3.62%,5.98%,-,-,-,1.36%,10.29%
MTDR,4.88,4.00,4.35,B+,A-,B-,B,A,5/6/2026,1.28685,879807630,2/24/2026,0.87,0.11434,847992000,38554180,2.20%,22.83%,D+,C-,C-,A-,1.63,7748226600,8.69,2.12,4.78,1.37,-14.49%,4.58%,3.50%,-14.71%,6.55%,5.10%,-4.66%,66.45%,79.73%,6.48%,15.03%
MTH,2.67,3.00,3.90,C+,C,C,C+,D,7/29/2026,1.30051,1422675060,4/22/2026,0.86,-0.11571,1117183000,-55188360,2.67%,31.33%,D-,C+,C+,A-,4.18,4425039400,13.14,0.82,11.10,0.87,-24.79%,-3.68%,-33.07%,-44.35%,-2.16%,-10.63%,2.47%,8.92%,19.08%,5.10%,7.49%
MTN,2.60,3.50,3.66,C+,D-,B+,C-,D+,6/4/2026,9.02552,1217448210,3/9/2026,5.87,-0.28422,1083932000,-26426490,7.06%,144.86%,C-,A,B+,A,1.53,4484776000,26.37,1.57,9.46,14.86,-11.56%,1.13%,4.94%,-7.13%,1.73%,-0.83%,8.88%,27.58%,44.19%,4.15%,34.56%
NBIX,2.86,3.66,4.55,B-,A-,A,C+,D,5/5/2026,1.70042,769886340,2/11/2026,1.88,-0.41631,805500000,16195010,-,-,-,-,-,-,7.33,13254695000,14.07,4.58,18.37,4.05,45.77%,24.32%,45.52%,41.95%,24.05%,21.45%,13.91%,23.30%,62.67%,10.33%,16.38%
NDAQ,3.07,4.00,4.29,F,B-,A-,C-,B-,-,0.94526,1425320860,4/23/2026,0.96,0.02652,1407000000,31894660,1.18%,29.59%,B,F,B,C,3.00,51645186000,23.25,9.63,18.85,4.29,18.71%,14.56%,16.19%,50.19%,10.06%,13.63%,28.78%,59.35%,100.00%,7.00%,16.20%
NEE,3.26,3.71,4.08,F,C+,B-,A,B-,-,1.08545,8605339620,4/23/2026,1.09,0.06129,6701000000,-410351900,2.40%,60.96%,A+,D-,B-,B+,-,2.02174E+11,24.07,7.21,22.32,3.66,6.98%,3.99%,8.57%,47.45%,11.46%,10.28%,-66.22%,50.81%,61.40%,3.70%,10.32%
NEM,4.83,3.78,4.38,B+,B,A+,B+,A-,7/23/2026,2.172,6654445220,4/23/2026,2.9,0.72691,7307000000,741699310,0.93%,11.92%,C+,B-,A+,B,3.88,1.15958E+11,10.55,4.77,6.89,3.34,NM,29.22%,48.24%,75.52%,17.40%,26.93%,39.27%,65.45%,67.36%,14.66%,25.83%
NFG,3.09,4.00,4.20,A,B+,B+,D+,B+,8/6/2026,1.57118,591217000,4/29/2026,2.71,-0.12649,858373000,1803040,2.58%,14.02%,A+,C,B+,B+,-,7885292500,10.68,3.03,6.67,2.06,5.97%,2.72%,17.11%,1654.67%,18.13%,21.22%,-1.05%,61.51%,64.10%,7.52%,20.83%
NFLX,3.46,3.60,4.30,F,B+,A+,C,A+,7/17/2026,0.78931,12581409710,4/16/2026,1.23,-0.09158,12249757000,76649740,-,-,-,-,-,-,11.91,3.87646E+11,25.59,8.32,27.44,12.46,47.12%,13.69%,24.59%,46.63%,13.75%,16.72%,55.44%,30.47%,49.03%,21.92%,48.50%
NGG,4.70,3.00,3.75,B-,C+,A+,B,A,-,-,-,-,-,-,-,-,3.53%,-,C+,B+,B,C,-,88363975000,16.88,3.71,15.12,1.75,-2.88%,-5.86%,7.69%,39.56%,3.07%,-9.52%,-20.47%,40.85%,100.00%,2.77%,7.87%
NJR,4.56,4.00,4.00,C,C,C,A-,A-,5/4/2026,1.89948,849950000,2/2/2026,1.17,0.17333,604854000,53154000,3.35%,58.36%,A+,B-,C+,B,-,5647330300,16.62,2.61,13.97,2.28,5.35%,-10.00%,5.21%,-2.80%,8.49%,18.44%,-13.07%,31.97%,37.10%,4.13%,13.66%
NOC,2.78,3.83,3.87,C-,D,A,C,D+,-,6.82014,10792922210,4/21/2026,6.14,0.07762,9881000000,125422630,1.63%,31.65%,A+,C+,A-,A+,3.27,80694900000,20.34,1.92,13.10,4.71,-1.46%,4.52%,5.03%,25.85%,4.46%,4.95%,4.89%,17.25%,20.52%,9.15%,28.51%
NSC,2.85,3.00,3.42,D+,F,A,B-,D+,-,3.13824,3212796980,4/24/2026,2.65,0.15648,2998000000,824050,1.71%,43.34%,-,C,-,-,2.25,70949240000,26.11,5.82,15.62,4.49,-4.16%,-2.04%,4.39%,-18.99%,2.99%,0.60%,10.66%,45.85%,45.85%,5.92%,17.62%
NTAP,3.29,4.00,3.60,C+,F,A,B-,B+,5/28/2026,2.26493,1867030930,2/26/2026,2.12,0.05742,1713000000,17578980,1.86%,27.19%,C-,B+,A,A,2.82,22116790000,14.05,3.33,12.47,19.16,-2.01%,1.26%,9.71%,10.50%,4.64%,3.09%,16.63%,26.10%,70.46%,12.16%,112.59%
